Anger,Fear,Joy,Sadness
0.02,0.08,0.14,0.03
0.69923,0.04,0.01,0.01
0.6993,0.04,0.01,0.01
0.03,0.02,0.69804,0.16
0.02,0.02,0.02,0.02
0.02,0.03,0.02,0.01
0.02,0.03,0.04,0.02
0.03,0.02,0.01,0.01
0.02,0.02,0.06,0.02
0.02,0.01,0.05,0.02
0.04,0.02,0.69769,0.09
0.02,0.02,0.06,0.01
0.1395,0.0027,0.004,0.8495
0.05,0.02,0.02,0.02
0.03,0.01,0.69846,0.08
0.03,0.03,0.15,0.02
0.02,0.03,0.09,0.02
0.02,0.01,0.69818,0.11
0.03,0.03,0.02,0.02
0.12,0.09,0.7976,0.1977
0.2555,0.7411,0.06,0.09
0.0359,0.67312,0.05,0.07
0.69923,0.03,0.02,0.02
0.15,0.17,0.2177,0.7757
0.02,0.02,0.02,0.01
0.69937,0.04,0.01,0.01
0.08,0.0026,0.07,0.05
0.02,0.02,0.16,0.01
0.02,0.02,0.02,0.01
0.02,0.04,0.1,0.02
0.03,0.02,0.69832,0.06
0.03,0.02,0.69825,0.06
0.4368,0.5601,0.06,0.09
0.16,0.12,0.0597,0.65443
0.02,0.02,0.01,0.01
0.69881,0.03,0.03,0.04
0.69916,0.03,0.02,0.02
0.6993,0.03,0.02,0.02
0.02,0.03,0.03,0.02
0.02,0.02,0.03,0.01
0.02,0.02,0.02,0.01
0.09,0.07,0.64344,0.0023
0.03,0.02,0.04,0.02
0.69923,0.03,0.02,0.02
0.69909,0.03,0.02,0.02
0.15,0.13,0.6122,0.0042
0.69923,0.06,0.01,0.01
0.03,0.02,0.69832,0.07
0.0034,0.69622,0.03,0.06
0.0039,0.11,0.0031,0.69286
0.69909,0.06,0.02,0.02
0.02,0.02,0.06,0.02
0.69923,0.06,0.01,0.02
0.0035,0.69608,0.04,0.07
0.02,0.03,0.69797,0.07
0.03,0.02,0.69832,0.11
0.02,0.02,0.03,0.02
0.004,0.11,0.0022,0.69335
0.6993,0.04,0.01,0.02
0.1,0.07,0.8654,0.1304
0.03,0.03,0.02,0.02
0.69902,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.69909,0.04,0.02,0.02
0.02,0.02,0.02,0.01
0.16,0.69678,0.05,0.07
0.0023,0.0286,0.0792,0.881
0.04,0.03,0.07,0.02
0.69923,0.03,0.02,0.02
0.69902,0.06,0.01,0.04
0.03,0.02,0.03,0.03
0.003,0.07,0.142,0.12
0.6993,0.03,0.01,0.02
0.04,0.08,0.1,0.04
0.6993,0.05,0.01,0.02
0.69867,0.04,0.02,0.02
0.69923,0.03,0.01,0.04
0.69916,0.03,0.02,0.03
0.02,0.03,0.69706,0.0026
0.69874,0.03,0.02,0.03
0.02,0.02,0.1,0.01
0.2241,0.772,0.07,0.12
0.1,0.05,0.8647,0.14
0.02,0.02,0.02,0.02
0.03,0.02,0.01,0.01
0.69888,0.03,0.02,0.03
0.02,0.03,0.08,0.02
0.15,0.18,0.1865,0.807
0.69916,0.03,0.02,0.03
0.04,0.09,0.1,0.02
0.02,0.01,0.03,0.01
0.69937,0.03,0.01,0.02
0.0032,0.69643,0.04,0.06
0.69923,0.03,0.02,0.02
0.06,0.03,0.0077,0.05
0.04,0.02,0.03,0.03
0.69923,0.04,0.01,0.02
0.69916,0.05,0.01,0.03
0.03,0.02,0.02,0.02
0.12,0.08,0.8581,0.1375
0.02,0.02,0.01,0.01
0.04,0.05,0.08,0.03
0.02,0.02,0.02,0.02
0.0928,0.63252,0.07,0.1
0.02,0.02,0.02,0.02
0.6993,0.04,0.01,0.02
0.16,0.12,0.0045,0.69349
0.03,0.02,0.02,0.01
0.69909,0.03,0.03,0.02
0.08,0.07,0.6615,0.0027
0.66073,0.0548,0.02,0.03
0.69909,0.03,0.02,0.05
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.04,0.02,0.69818,0.06
0.02,0.02,0.6958,0.0044
0.02,0.02,0.01,0.01
0.02,0.02,0.03,0.02
0.03,0.04,0.08,0.02
0.02,0.02,0.06,0.01
0.6986,0.04,0.03,0.09
0.69909,0.03,0.02,0.03
0.69923,0.03,0.02,0.02
0.69874,0.13,0.01,0.02
0.02,0.02,0.02,0.01
0.69916,0.03,0.02,0.02
0.2792,0.7173,0.07,0.1
0.04,0.03,0.07,0.02
0.69902,0.04,0.02,0.02
0.69867,0.03,0.03,0.04
0.11,0.06,0.17,0.03
0.6993,0.03,0.02,0.02
0.04,0.08,0.09,0.03
0.6993,0.03,0.02,0.03
0.02,0.02,0.02,0.01
0.02,0.01,0.69825,0.08
0.02,0.02,0.02,0.01
0.69923,0.03,0.01,0.03
0.02,0.02,0.09,0.02
0.0024,0.69545,0.09,0.18
0.03,0.02,0.69832,0.07
0.69916,0.03,0.02,0.04
0.03,0.04,0.14,0.02
0.07,0.02,0.6895,0.1
0.03,0.03,0.69818,0.07
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.01
0.02,0.02,0.1,0.02
0.6993,0.03,0.01,0.02
0.02,0.02,0.15,0.02
0.6993,0.04,0.01,0.03
0.69909,0.08,0.01,0.02
0.6993,0.04,0.01,0.02
0.13,0.12,0.731,0.2635
0.02,0.01,0.02,0.01
0.02,0.01,0.06,0.01
0.02,0.02,0.02,0.01
0.04,0.06,0.69587,0.09
0.69923,0.03,0.02,0.02
0.03,0.03,0.07,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.69839,0.07
0.02,0.01,0.02,0.01
0.69916,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.04,0.08,0.04,0.03
0.02,0.03,0.06,0.02
0.03,0.02,0.12,0.02
0.6993,0.03,0.01,0.02
0.02,0.03,0.02,0.01
0.01,0.01,0.02,0.01
0.69916,0.05,0.02,0.02
0.03,0.02,0.03,0.02
0.04,0.02,0.69825,0.06
0.01,0.03,0.05,0.01
0.02,0.01,0.02,0.01
0.04,0.02,0.08,0.02
0.03,0.02,0.05,0.01
0.03,0.02,0.03,0.01
0.14,0.15,0.5522,0.4412
0.69874,0.03,0.03,0.05
0.69909,0.07,0.01,0.02
0.03,0.03,0.03,0.04
0.0341,0.67459,0.03,0.06
0.6993,0.03,0.02,0.02
0.6993,0.03,0.02,0.02
0.6993,0.03,0.02,0.02
0.02,0.03,0.09,0.02
0.03,0.04,0.06,0.02
0.6993,0.03,0.01,0.02
0.7444,0.2531,0.05,0.07
0.02,0.02,0.02,0.02
0.69937,0.03,0.01,0.02
0.15,0.69615,0.1,0.15
0.69916,0.03,0.02,0.03
0.19,0.6965,0.05,0.09
0.02,0.01,0.05,0.02
0.04,0.02,0.18,0.02
0.15,0.12,0.7493,0.0034
0.69902,0.05,0.02,0.03
0.02,0.02,0.01,0.01
0.02,0.02,0.02,0.02
0.0025,0.14,0.0026,0.69377
0.15,0.69622,0.07,0.13
0.69916,0.04,0.02,0.03
0.69888,0.03,0.03,0.03
0.69867,0.03,0.05,0.04
0.03,0.01,0.69846,0.07
0.02,0.02,0.02,0.01
0.7789,0.2184,0.05,0.06
0.02,0.02,0.02,0.01
0.69923,0.03,0.02,0.03
0.15,0.17,0.0038,0.69335
0.6993,0.03,0.02,0.02
0.03,0.02,0.69832,0.09
0.69902,0.03,0.04,0.02
0.69916,0.03,0.02,0.04
0.18,0.13,0.0034,0.69405
0.03,0.02,0.02,0.01
0.04,0.01,0.04,0.01
0.03,0.02,0.02,0.02
0.03,0.04,0.06,0.02
0.02,0.02,0.02,0.01
0.69916,0.03,0.02,0.03
0.02,0.02,0.02,0.02
0.1665,0.8309,0.05,0.07
0.03,0.06,0.09,0.03
0.69881,0.06,0.02,0.02
0.02,0.03,0.03,0.01
0.69902,0.05,0.02,0.04
0.8017,0.1961,0.04,0.05
0.1033,0.893,0.07,0.11
0.03,0.01,0.05,0.02
0.1,0.02,0.02,0.02
0.69916,0.07,0.01,0.02
0.1,0.11,0.5754,0.002
0.15,0.69608,0.07,0.17
0.5581,0.4385,0.06,0.09
0.02,0.02,0.02,0.01
0.15,0.6965,0.1,0.09
0.69482,0.0022,0.03,0.0042
0.69895,0.03,0.02,0.04
0.03,0.03,0.69811,0.09
0.69909,0.03,0.02,0.05
0.69916,0.04,0.01,0.04
0.69909,0.03,0.02,0.04
0.03,0.03,0.09,0.02
0.0192,0.68516,0.04,0.07
0.03,0.02,0.02,0.02
0.69888,0.08,0.01,0.01
0.7172,0.279,0.07,0.08
0.6993,0.04,0.01,0.02
0.02,0.01,0.02,0.01
0.69888,0.05,0.01,0.03
0.09,0.09,0.1041,0.0032
0.15,0.17,0.4907,0.5026
0.03,0.02,0.02,0.01
0.69909,0.03,0.02,0.04
0.69888,0.04,0.04,0.02
0.69895,0.03,0.04,0.03
0.14,0.69545,0.12,0.002
0.03,0.02,0.69818,0.1
0.02,0.02,0.02,0.01
0.6993,0.04,0.01,0.02
0.02,0.01,0.03,0.01
0.69902,0.03,0.02,0.04
0.02,0.02,0.02,0.01
0.15,0.69272,0.0042,0.0025
0.5523,0.4445,0.05,0.07
0.0192,0.68523,0.04,0.06
0.02,0.01,0.02,0.01
0.03,0.02,0.69832,0.09
0.14,0.08,0.18,0.05
0.18,0.14,0.0035,0.69384
0.6993,0.05,0.01,0.01
0.02,0.01,0.04,0.01
0.03,0.02,0.69839,0.09
0.01,0.02,0.02,0.01
0.02,0.02,0.01,0.01
0.69923,0.04,0.01,0.02
0.02,0.02,0.02,0.01
0.6993,0.03,0.02,0.02
0.69881,0.03,0.03,0.02
0.02,0.02,0.03,0.01
0.69923,0.03,0.01,0.04
0.02,0.02,0.14,0.02
0.02,0.02,0.03,0.02
0.03,0.02,0.69853,0.07
0.69923,0.04,0.01,0.02
0.69923,0.03,0.02,0.02
0.69923,0.04,0.01,0.03
0.0025,0.1,0.0036,0.69363
0.01,0.02,0.02,0.01
0.6993,0.03,0.01,0.02
0.03,0.02,0.69811,0.08
0.69916,0.03,0.01,0.04
0.02,0.03,0.03,0.01
0.03,0.02,0.01,0.01
0.02,0.02,0.11,0.01
0.69902,0.03,0.03,0.03
0.03,0.02,0.0024,0.02
0.02,0.02,0.02,0.01
0.6993,0.04,0.02,0.01
0.06,0.05,0.67697,0.0023
0.6993,0.02,0.02,0.03
0.69923,0.03,0.01,0.01
0.69923,0.04,0.01,0.03
0.69909,0.03,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.04,0.02
0.0733,0.64701,0.04,0.05
0.6993,0.04,0.01,0.01
0.03,0.02,0.69762,0.0021
0.0027,0.69503,0.11,0.002
0.03,0.02,0.06,0.03
0.03,0.02,0.09,0.02
0.02,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.4999,0.4971,0.06,0.08
0.16,0.69552,0.13,0.16
0.02,0.03,0.02,0.01
0.0663,0.65177,0.03,0.12
0.69916,0.03,0.02,0.02
0.69909,0.07,0.01,0.02
0.5514,0.4446,0.06,0.13
0.69923,0.02,0.01,0.03
0.03,0.02,0.01,0.01
0.02,0.01,0.04,0.01
0.03,0.02,0.69804,0.05
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.69916,0.03,0.02,0.04
0.02,0.02,0.02,0.01
0.69902,0.04,0.01,0.06
0.002,0.69657,0.06,0.12
0.15,0.69671,0.06,0.12
0.15,0.69664,0.08,0.1
0.69902,0.03,0.02,0.02
0.0498,0.66339,0.05,0.07
0.6993,0.03,0.01,0.02
0.69923,0.02,0.01,0.03
0.6993,0.04,0.01,0.02
0.6993,0.03,0.01,0.02
0.69923,0.03,0.01,0.03
0.17,0.6965,0.06,0.08
0.02,0.02,0.02,0.02
0.69916,0.03,0.02,0.03
0.02,0.02,0.02,0.02
0.6993,0.03,0.02,0.01
0.03,0.08,0.13,0.05
0.03,0.02,0.02,0.01
0.6993,0.03,0.01,0.03
0.6993,0.03,0.02,0.02
0.04,0.03,0.69804,0.09
0.04,0.02,0.69825,0.11
0.6075,0.0024,0.0035,0.3813
0.69923,0.04,0.01,0.02
0.05,0.02,0.0026,0.02
0.03,0.02,0.04,0.02
0.0022,0.69461,0.08,0.0029
0.02,0.02,0.69797,0.15
0.02,0.01,0.02,0.01
0.69937,0.04,0.01,0.02
0.69923,0.04,0.01,0.02
0.03,0.04,0.04,0.02
0.03,0.02,0.69825,0.11
0.03,0.02,0.69839,0.06
0.03,0.04,0.06,0.02
0.13,0.15,0.6924,0.3018
0.12,0.06,0.5295,0.14
0.02,0.02,0.07,0.02
0.69916,0.03,0.02,0.02
0.03,0.02,0.69804,0.15
0.002,0.12,0.0033,0.6944
0.05,0.02,0.69769,0.07
0.01,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.17,0.69657,0.07,0.14
0.69902,0.03,0.02,0.04
0.03,0.03,0.05,0.02
0.04,0.02,0.69839,0.06
0.69909,0.04,0.02,0.02
0.69909,0.03,0.02,0.02
0.69538,0.1,0.03,0.0041
0.6993,0.04,0.01,0.01
0.69916,0.05,0.01,0.01
0.02,0.02,0.69846,0.07
0.06,0.12,0.04,0.04
0.02,0.02,0.01,0.01
0.03,0.02,0.02,0.02
0.07,0.08,0.8969,0.19
0.6993,0.05,0.01,0.02
0.123,0.0022,0.0036,0.8669
0.03,0.08,0.05,0.02
0.69909,0.04,0.01,0.02
0.69923,0.04,0.01,0.02
0.03,0.02,0.69832,0.06
0.03,0.02,0.02,0.01
0.69902,0.03,0.02,0.02
0.8553,0.14,0.0026,0.1371
0.03,0.03,0.09,0.02
0.04,0.03,0.69818,0.05
0.03,0.01,0.69839,0.06
0.69909,0.05,0.02,0.02
0.02,0.02,0.02,0.02
0.69923,0.04,0.01,0.02
0.69923,0.03,0.02,0.03
0.02,0.02,0.01,0.01
0.03,0.01,0.69832,0.12
0.69909,0.03,0.02,0.04
0.02,0.01,0.02,0.01
0.69916,0.03,0.03,0.02
0.02,0.02,0.02,0.01
0.69916,0.03,0.02,0.02
0.04,0.03,0.02,0.02
0.03,0.02,0.09,0.02
0.6993,0.04,0.01,0.01
0.17,0.69692,0.05,0.1
0.02,0.02,0.02,0.01
0.03,0.03,0.03,0.03
0.02,0.01,0.69804,0.14
0.69923,0.03,0.02,0.03
0.02,0.03,0.13,0.01
0.03,0.02,0.02,0.02
0.0176,0.68614,0.03,0.06
0.03,0.02,0.03,0.02
0.05,0.15,0.67123,0.0035
0.02,0.03,0.08,0.02
0.02,0.02,0.01,0.01
0.02,0.02,0.08,0.02
0.69916,0.06,0.01,0.01
0.02,0.02,0.02,0.02
0.07,0.09,0.1064,0.11
0.0037,0.1,0.16,0.03
0.69916,0.03,0.02,0.02
0.02,0.02,0.69797,0.14
0.13,0.69671,0.09,0.09
0.69916,0.03,0.02,0.02
0.02,0.03,0.04,0.04
0.69916,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.69916,0.03,0.02,0.02
0.69916,0.04,0.01,0.02
0.03,0.02,0.02,0.01
0.11,0.0023,0.1,0.08
0.01,0.02,0.03,0.01
0.03,0.01,0.69846,0.08
0.03,0.02,0.69825,0.06
0.11,0.69601,0.11,0.16
0.03,0.02,0.69839,0.09
0.6993,0.03,0.02,0.02
0.17,0.69552,0.07,0.0024
0.02,0.02,0.09,0.01
0.02,0.01,0.02,0.01
0.02,0.01,0.02,0.01
0.69916,0.03,0.02,0.02
0.03,0.02,0.07,0.02
0.6993,0.03,0.01,0.03
0.03,0.02,0.03,0.02
0.69916,0.04,0.01,0.03
0.69874,0.03,0.03,0.09
0.3792,0.6172,0.07,0.09
0.03,0.04,0.06,0.02
0.02,0.03,0.09,0.03
0.19,0.69678,0.05,0.09
0.03,0.02,0.01,0.01
0.13,0.06,0.2932,0.12
0.69902,0.04,0.03,0.01
0.13,0.06,0.15,0.04
0.69916,0.03,0.02,0.02
0.15,0.14,0.5566,0.437
0.69916,0.06,0.01,0.02
0.68698,0.06,0.0137,0.0021
0.05,0.02,0.69762,0.04
0.03,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.69909,0.03,0.02,0.03
0.69923,0.03,0.02,0.02
0.69916,0.06,0.01,0.02
0.69811,0.0022,0.01,0.01
0.69916,0.03,0.02,0.04
0.69909,0.02,0.02,0.04
0.02,0.02,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.02,0.01,0.01
0.69916,0.03,0.02,0.03
0.16,0.16,0.229,0.7641
0.69909,0.03,0.02,0.04
0.1134,0.8837,0.05,0.05
0.69923,0.03,0.03,0.02
0.02,0.02,0.09,0.02
0.0079,0.69272,0.05,0.07
0.03,0.01,0.02,0.01
0.69923,0.03,0.02,0.02
0.69916,0.05,0.01,0.03
0.69902,0.03,0.02,0.03
0.69902,0.05,0.01,0.05
0.02,0.02,0.04,0.01
0.04,0.03,0.03,0.03
0.02,0.02,0.02,0.01
0.19,0.69524,0.13,0.17
0.02,0.02,0.04,0.02
0.02,0.02,0.1,0.02
0.8999,0.0984,0.04,0.04
0.02,0.01,0.02,0.01
0.03,0.02,0.04,0.02
0.69909,0.05,0.01,0.04
0.69923,0.04,0.01,0.03
0.02,0.02,0.02,0.01
0.03,0.02,0.02,0.01
0.14,0.69622,0.07,0.002
0.03,0.02,0.69258,0.0089
0.69923,0.03,0.02,0.02
0.02,0.01,0.02,0.01
0.02,0.02,0.02,0.01
0.69916,0.03,0.02,0.02
0.02,0.01,0.03,0.01
0.0022,0.69629,0.06,0.13
0.03,0.02,0.09,0.02
0.19,0.6958,0.11,0.17
0.03,0.03,0.08,0.02
0.02,0.02,0.06,0.03
0.6993,0.03,0.01,0.02
0.03,0.04,0.05,0.02
0.07,0.05,0.0027,0.02
0.0028,0.69657,0.03,0.07
0.02,0.03,0.69762,0.19
0.03,0.02,0.04,0.03
0.02,0.02,0.01,0.01
0.69895,0.07,0.02,0.01
0.69909,0.04,0.02,0.02
0.69902,0.03,0.02,0.03
0.02,0.01,0.03,0.01
0.69937,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.69874,0.09,0.01,0.06
0.02,0.02,0.05,0.02
0.6993,0.04,0.02,0.01
0.6993,0.03,0.02,0.03
0.69916,0.05,0.01,0.02
0.69916,0.03,0.02,0.03
0.1,0.002,0.1,0.07
0.02,0.03,0.02,0.01
0.0021,0.16,0.0027,0.69391
0.69909,0.05,0.01,0.01
0.03,0.03,0.06,0.02
0.08,0.12,0.8025,0.0025
0.6993,0.03,0.02,0.02
0.69909,0.04,0.01,0.05
0.02,0.01,0.02,0.01
0.69923,0.04,0.01,0.03
0.6993,0.04,0.01,0.02
0.6993,0.05,0.01,0.01
0.69748,0.09,0.03,0.08
0.0043,0.0667,0.0864,0.796
0.69923,0.04,0.02,0.02
0.0025,0.18,0.0024,0.69391
0.69923,0.03,0.02,0.02
0.03,0.02,0.69713,0.0022
0.02,0.02,0.03,0.01
0.6993,0.03,0.01,0.02
0.67403,0.036,0.02,0.03
0.0023,0.09,0.0074,0.69146
0.02,0.02,0.11,0.02
0.03,0.02,0.69776,0.06
0.03,0.02,0.02,0.01
0.02,0.03,0.07,0.02
0.03,0.03,0.6972,0.0025
0.69923,0.06,0.01,0.01
0.02,0.02,0.02,0.02
0.03,0.02,0.69846,0.07
0.17,0.69629,0.05,0.15
0.69895,0.03,0.02,0.03
0.02,0.01,0.02,0.01
0.02,0.02,0.03,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.08,0.02
0.69923,0.03,0.02,0.03
0.02,0.02,0.03,0.02
0.69909,0.04,0.02,0.02
0.18,0.02,0.68432,0.15
0.03,0.02,0.02,0.02
0.02,0.02,0.04,0.02
0.03,0.01,0.03,0.01
0.69909,0.04,0.02,0.03
0.04,0.06,0.08,0.03
0.8583,0.1388,0.03,0.05
0.02,0.02,0.03,0.01
0.6993,0.03,0.01,0.02
0.02,0.02,0.02,0.01
0.65975,0.0559,0.03,0.03
0.01,0.02,0.03,0.01
0.02,0.02,0.02,0.01
0.69923,0.04,0.01,0.03
0.03,0.02,0.01,0.01
0.69923,0.05,0.02,0.01
0.69874,0.03,0.05,0.04
0.02,0.03,0.08,0.02
0.02,0.02,0.02,0.02
0.69909,0.06,0.01,0.03
0.63763,0.0875,0.03,0.04
0.02,0.03,0.1,0.02
0.02,0.03,0.08,0.02
0.69524,0.05,0.06,0.0049
0.0209,0.68404,0.04,0.04
0.6993,0.04,0.01,0.01
0.02,0.03,0.07,0.02
0.03,0.02,0.69755,0.09
0.06,0.02,0.16,0.03
0.1171,0.88,0.05,0.08
0.04,0.02,0.01,0.01
0.0028,0.69629,0.05,0.07
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.03,0.01
0.69916,0.03,0.02,0.02
0.02,0.01,0.04,0.02
0.05,0.02,0.69797,0.08
0.69916,0.03,0.02,0.02
0.03,0.03,0.07,0.02
0.02,0.03,0.03,0.01
0.02,0.02,0.02,0.02
0.03,0.03,0.02,0.01
0.3194,0.6773,0.05,0.07
0.69909,0.02,0.02,0.03
0.02,0.03,0.07,0.02
0.68299,0.0233,0.02,0.03
0.6664,0.0466,0.02,0.03
0.02,0.02,0.69699,0.05
0.69923,0.03,0.02,0.03
0.02,0.01,0.02,0.01
0.69888,0.03,0.02,0.02
0.01,0.01,0.04,0.01
0.1,0.1,0.7841,0.2104
0.002,0.69678,0.04,0.09
0.14,0.69643,0.06,0.13
0.69916,0.03,0.03,0.02
0.69923,0.04,0.02,0.02
0.02,0.02,0.02,0.02
0.69874,0.03,0.03,0.07
0.6993,0.03,0.01,0.02
0.69902,0.03,0.02,0.04
0.03,0.01,0.04,0.01
0.12,0.12,0.7605,0.2343
0.69909,0.05,0.01,0.03
0.69923,0.04,0.01,0.02
0.03,0.02,0.03,0.02
0.03,0.02,0.69804,0.12
0.69923,0.05,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.04,0.07,0.02
0.0906,0.63252,0.17,0.07
0.02,0.02,0.13,0.01
0.05,0.02,0.05,0.02
0.19,0.16,0.0029,0.69405
0.03,0.02,0.69804,0.15
0.03,0.03,0.07,0.02
0.0058,0.18,0.0025,0.69188
0.15,0.17,0.3805,0.6127
0.02,0.01,0.03,0.01
0.03,0.03,0.1,0.03
0.02,0.02,0.6979,0.15
0.69923,0.05,0.01,0.01
0.6993,0.04,0.02,0.01
0.6993,0.04,0.01,0.03
0.04,0.05,0.05,0.02
0.09,0.13,0.8266,0.1677
0.02,0.01,0.03,0.01
0.6993,0.04,0.01,0.03
0.69937,0.03,0.01,0.02
0.2392,0.7574,0.05,0.08
0.69923,0.03,0.01,0.03
0.02,0.02,0.07,0.02
0.5593,0.4364,0.08,0.1
0.03,0.02,0.69832,0.1
0.6993,0.05,0.01,0.01
0.04,0.01,0.03,0.01
0.69916,0.05,0.01,0.02
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.69909,0.04,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.06,0.08,0.03
0.02,0.02,0.13,0.02
0.69895,0.03,0.02,0.06
0.02,0.02,0.03,0.01
0.69923,0.03,0.02,0.02
0.6993,0.03,0.01,0.02
0.11,0.002,0.08,0.08
0.02,0.02,0.11,0.02
0.02,0.02,0.07,0.02
0.02,0.02,0.02,0.02
0.69874,0.04,0.02,0.08
0.69923,0.04,0.01,0.02
0.3963,0.6005,0.06,0.1
0.69923,0.03,0.02,0.02
0.2715,0.7258,0.05,0.06
0.6993,0.04,0.01,0.02
0.13,0.69608,0.1,0.15
0.16,0.69657,0.06,0.08
0.69923,0.04,0.01,0.03
0.02,0.02,0.6979,0.15
0.02,0.02,0.02,0.01
0.03,0.03,0.69797,0.11
0.01,0.02,0.03,0.01
0.02,0.01,0.03,0.01
0.03,0.03,0.08,0.02
0.02,0.02,0.02,0.01
0.6993,0.04,0.01,0.02
0.03,0.05,0.06,0.02
0.03,0.01,0.69853,0.07
0.02,0.02,0.07,0.02
0.03,0.03,0.07,0.02
0.03,0.05,0.05,0.02
0.0029,0.69643,0.05,0.07
0.69923,0.03,0.02,0.03
0.03,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.03,0.01,0.69839,0.06
0.6993,0.04,0.01,0.02
0.69902,0.03,0.02,0.04
0.02,0.02,0.11,0.02
0.02,0.02,0.01,0.01
0.04,0.02,0.015,0.03
0.69937,0.04,0.01,0.02
0.02,0.03,0.09,0.02
0.69909,0.04,0.03,0.02
0.69923,0.03,0.02,0.02
0.04,0.12,0.09,0.03
0.69902,0.08,0.01,0.02
0.03,0.02,0.08,0.02
0.6993,0.03,0.02,0.02
0.06,0.04,0.68803,0.0025
0.6993,0.03,0.01,0.02
0.0444,0.66738,0.04,0.07
0.0021,0.69671,0.05,0.09
0.02,0.02,0.03,0.01
0.03,0.03,0.02,0.02
0.02,0.02,0.69832,0.08
0.02,0.02,0.08,0.01
0.6993,0.04,0.01,0.01
0.02,0.02,0.17,0.01
0.69916,0.04,0.02,0.02
0.69902,0.04,0.02,0.02
0.03,0.04,0.05,0.02
0.02,0.02,0.01,0.01
0.6993,0.05,0.01,0.01
0.63294,0.0937,0.04,0.07
0.18,0.13,0.0037,0.69384
0.04,0.03,0.69825,0.06
0.6993,0.03,0.01,0.02
0.3467,0.6493,0.07,0.11
0.004,0.69559,0.03,0.1
0.02,0.02,0.01,0.01
0.05,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.05,0.02,0.02,0.02
0.03,0.03,0.14,0.03
0.03,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.69902,0.03,0.02,0.03
0.13,0.02,0.68383,0.08
0.14,0.69643,0.07,0.14
0.02,0.02,0.1,0.02
0.02,0.02,0.09,0.02
0.03,0.02,0.69846,0.07
0.69916,0.03,0.01,0.04
0.02,0.02,0.69832,0.09
0.02,0.02,0.03,0.02
0.01,0.04,0.08,0.03
0.02,0.02,0.08,0.02
0.05,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.69895,0.04,0.02,0.02
0.02,0.02,0.02,0.01
0.13,0.16,0.6961,0.2979
0.03,0.03,0.07,0.02
0.03,0.02,0.03,0.02
0.07,0.09,0.0028,0.04
0.03,0.03,0.02,0.02
0.6993,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.69902,0.04,0.02,0.02
0.03,0.01,0.69846,0.05
0.14,0.06,0.0025,0.04
0.02,0.01,0.02,0.01
0.1539,0.8424,0.06,0.09
0.02,0.02,0.02,0.01
0.02,0.01,0.02,0.01
0.69902,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.69923,0.04,0.01,0.02
0.6993,0.04,0.01,0.02
0.02,0.01,0.02,0.01
0.03,0.02,0.69839,0.08
0.03,0.02,0.03,0.01
0.0025,0.69636,0.06,0.1
0.69916,0.03,0.02,0.03
0.69888,0.04,0.02,0.06
0.69909,0.04,0.02,0.02
0.6993,0.03,0.01,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.05,0.01
0.69888,0.06,0.02,0.02
0.02,0.02,0.03,0.01
0.69538,0.08,0.09,0.08
0.6993,0.04,0.01,0.02
0.02,0.03,0.13,0.01
0.69909,0.03,0.02,0.03
0.69909,0.03,0.02,0.05
0.439,0.5567,0.07,0.12
0.69923,0.04,0.01,0.02
0.1,0.06,0.7894,0.14
0.69916,0.03,0.03,0.02
0.02,0.02,0.02,0.01
0.69916,0.03,0.02,0.04
0.03,0.02,0.02,0.01
0.02,0.04,0.03,0.01
0.69923,0.03,0.02,0.03
0.69902,0.08,0.01,0.01
0.11,0.1,0.8784,0.0035
0.02,0.02,0.02,0.01
0.12,0.13,0.6936,0.3001
0.03,0.04,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.01,0.05,0.01
0.02,0.02,0.03,0.01
0.02,0.02,0.13,0.01
0.69538,0.19,0.09,0.05
