Anger,Fear,Joy,Sadness
0.113,0.0902,0.0907,0.1041
0.1778,0.0975,0.0915,0.1007
0.108,0.0865,0.1069,0.1084
0.093,0.0818,0.1003,0.0837
0.0953,0.0949,0.113,0.1083
0.0933,0.0958,0.0869,0.1221
0.0974,0.0698,0.0999,0.0789
0.1086,0.1117,0.0792,0.1232
0.1093,0.0766,0.0914,0.1013
0.0829,0.0705,0.1073,0.0726
0.0911,0.0569,0.1141,0.0808
0.1004,0.0784,0.1115,0.0897
0.0934,0.0794,0.097,0.0961
0.0875,0.0784,0.1077,0.1309
0.0866,0.0742,0.0981,0.1215
0.1227,0.0555,0.1475,0.0696
0.1004,0.0615,0.106,0.0934
0.1113,0.0713,0.0935,0.0968
0.1219,0.0639,0.0817,0.109
0.1261,0.0907,0.1052,0.1153
0.0592,0.0405,0.0953,0.1946
0.1527,0.1168,0.0895,0.1244
0.1,0.0985,0.1186,0.1085
0.0748,0.0637,0.1058,0.0801
0.0737,0.1468,0.1053,0.1192
0.1148,0.0745,0.0939,0.0936
0.1056,0.0859,0.0955,0.0883
0.0779,0.0537,0.1328,0.0581
0.1044,0.0795,0.1014,0.0965
0.0981,0.0628,0.0933,0.108
0.1114,0.0733,0.1093,0.0838
0.1051,0.1019,0.0961,0.1006
0.0852,0.1181,0.0877,0.1024
0.1183,0.064,0.0968,0.0885
0.1261,0.0912,0.0722,0.2449
0.0881,0.0686,0.0962,0.0873
0.0898,0.0865,0.1119,0.1074
0.0863,0.0507,0.0963,0.081
0.1008,0.1134,0.1057,0.1101
0.103,0.0735,0.0942,0.0974
0.1112,0.0777,0.092,0.1008
0.0996,0.0574,0.0833,0.0925
0.0751,0.0966,0.1129,0.0853
0.1159,0.086,0.1069,0.0964
0.1029,0.073,0.1054,0.109
0.1219,0.1004,0.0985,0.1074
0.0987,0.0646,0.1093,0.0724
0.0789,0.0644,0.1068,0.0819
0.109,0.0593,0.0924,0.0869
0.0753,0.051,0.106,0.0734
0.0724,0.0525,0.106,0.079
0.1069,0.068,0.1422,0.1013
0.0999,0.0714,0.1017,0.0899
0.1139,0.0707,0.1002,0.0984
0.0922,0.0874,0.0901,0.0969
0.1336,0.0852,0.0804,0.1375
0.1104,0.0787,0.0886,0.0836
0.1244,0.0792,0.09,0.0935
0.0761,0.0398,0.116,0.0811
0.1126,0.0579,0.0971,0.0784
0.1097,0.1064,0.094,0.112
0.1056,0.0813,0.0929,0.1025
0.1197,0.0736,0.1194,0.0897
0.1088,0.0874,0.0982,0.1582
0.0923,0.0858,0.0789,0.1536
0.1162,0.0889,0.0893,0.0982
0.1543,0.0772,0.095,0.0816
0.107,0.0745,0.1012,0.0972
0.09,0.0675,0.0987,0.0988
0.0855,0.0774,0.1069,0.0907
0.1023,0.0903,0.0961,0.094
0.0808,0.0857,0.0774,0.0918
0.1279,0.0849,0.0881,0.102
0.0822,0.0407,0.092,0.1366
0.0855,0.0836,0.0994,0.1059
0.0963,0.0619,0.1023,0.1287
0.0973,0.0868,0.1062,0.101
0.138,0.0558,0.0778,0.0842
0.0843,0.0656,0.1081,0.0756
0.0919,0.0768,0.088,0.1214
0.1099,0.0664,0.1051,0.084
0.0972,0.0773,0.0943,0.0884
0.1092,0.0602,0.0932,0.0888
0.1038,0.0862,0.1117,0.0984
0.1016,0.0953,0.0916,0.0917
0.1025,0.0654,0.1028,0.0886
0.112,0.0794,0.1042,0.117
0.0965,0.0879,0.1105,0.0916
0.1058,0.0762,0.1024,0.0978
0.1258,0.0812,0.0855,0.1228
0.1099,0.0916,0.0854,0.1095
0.1037,0.0899,0.088,0.1168
0.0794,0.0727,0.136,0.0846
0.0801,0.077,0.0963,0.074
0.0848,0.0705,0.0922,0.0948
0.1175,0.104,0.0973,0.1072
0.0914,0.1012,0.0988,0.0973
0.1016,0.0801,0.0941,0.0956
0.1363,0.0791,0.0852,0.1027
0.1406,0.0654,0.0915,0.0831
0.1029,0.08,0.1077,0.0914
0.1225,0.0929,0.1054,0.11
0.1042,0.0908,0.1086,0.1051
0.0828,0.0894,0.0956,0.09
0.1427,0.0766,0.0899,0.1122
0.1086,0.0805,0.1012,0.086
0.0917,0.0826,0.1,0.0988
0.0776,0.0555,0.1091,0.0734
0.1156,0.0857,0.0958,0.0936
0.1332,0.0788,0.0987,0.0973
0.1186,0.0738,0.083,0.1057
0.0608,0.0549,0.1331,0.0753
0.0854,0.0726,0.0924,0.0983
0.0862,0.0694,0.0913,0.0855
0.083,0.068,0.1074,0.0751
0.089,0.0702,0.0911,0.0899
0.1083,0.081,0.0914,0.1214
0.0906,0.0682,0.0981,0.087
0.0945,0.0752,0.1005,0.1057
0.1019,0.0775,0.0996,0.1022
0.1326,0.0777,0.1056,0.0721
0.0892,0.0733,0.0939,0.0918
0.0932,0.0592,0.0892,0.0896
0.1102,0.1452,0.0834,0.1019
0.1415,0.0958,0.0895,0.1284
0.1026,0.064,0.0899,0.081
0.1196,0.0973,0.0926,0.104
0.0786,0.0765,0.1143,0.1316
0.1336,0.0762,0.0896,0.1464
0.1451,0.0784,0.0878,0.0858
0.1206,0.0728,0.0879,0.1019
0.0952,0.0625,0.0875,0.1185
0.1032,0.0943,0.1055,0.0954
0.1544,0.0641,0.0934,0.1036
0.1365,0.0801,0.096,0.0862
0.0916,0.0936,0.1143,0.0975
0.1332,0.0809,0.0845,0.0841
0.0969,0.0774,0.1031,0.1015
0.0882,0.0621,0.1183,0.1155
0.0775,0.0501,0.1836,0.052
0.1231,0.1274,0.0958,0.1217
0.1617,0.0886,0.0826,0.1116
0.1103,0.0717,0.0992,0.0954
0.1097,0.0795,0.0886,0.0987
0.1026,0.0818,0.1135,0.1084
0.109,0.0756,0.0996,0.0914
0.1218,0.1023,0.097,0.0976
0.091,0.0647,0.1081,0.0873
0.1031,0.0814,0.1149,0.098
0.1332,0.1052,0.0916,0.0996
0.1043,0.0877,0.0931,0.1304
0.1109,0.0812,0.0866,0.1136
0.0901,0.0749,0.1123,0.1177
0.0956,0.0573,0.1217,0.0841
0.0998,0.1019,0.0981,0.1483
0.0966,0.078,0.1047,0.0895
0.104,0.0631,0.0977,0.0865
0.1064,0.0618,0.1041,0.0922
0.0935,0.0724,0.1065,0.1129
0.0742,0.1032,0.1033,0.0735
0.0944,0.0767,0.1038,0.1065
0.0945,0.0806,0.1039,0.1051
0.1217,0.0909,0.0859,0.1176
0.0907,0.0822,0.1065,0.1017
0.1317,0.1176,0.0706,0.1767
0.0917,0.0779,0.0926,0.0827
0.1353,0.0682,0.1001,0.0867
0.1134,0.0829,0.0954,0.1114
0.122,0.0825,0.0977,0.0926
0.0915,0.1055,0.0852,0.1013
0.0587,0.0442,0.126,0.0673
0.1054,0.0601,0.1033,0.0941
0.0873,0.0678,0.0984,0.0798
0.1116,0.096,0.0947,0.0992
0.1073,0.0827,0.0993,0.1023
0.0868,0.0653,0.0993,0.094
0.1026,0.0556,0.1117,0.0835
0.0988,0.0992,0.1054,0.0853
0.128,0.0831,0.0949,0.1089
0.1229,0.1167,0.0868,0.1171
0.0802,0.1185,0.0997,0.0979
0.1111,0.0911,0.0952,0.1045
0.0985,0.0822,0.0913,0.1057
0.0854,0.0598,0.0937,0.1004
0.0997,0.0909,0.093,0.1397
0.1087,0.1012,0.108,0.0979
0.1171,0.0958,0.0978,0.0919
0.1008,0.0944,0.1087,0.0931
0.0807,0.0679,0.0969,0.0797
0.141,0.1081,0.0932,0.1373
0.1081,0.0594,0.09,0.0905
0.0872,0.0467,0.0974,0.0585
0.0985,0.0735,0.0898,0.091
0.1102,0.1064,0.0944,0.1238
0.0925,0.1312,0.0724,0.1225
0.0726,0.0672,0.1,0.095
0.1125,0.085,0.088,0.0916
0.0668,0.0542,0.112,0.0574
0.1262,0.0811,0.092,0.0984
0.0984,0.0609,0.1104,0.1311
0.1153,0.0733,0.0952,0.0779
0.0816,0.0649,0.1003,0.0785
0.0718,0.0598,0.1125,0.0932
0.0982,0.0669,0.1214,0.1008
0.12,0.1199,0.0973,0.1274
0.1126,0.0705,0.1004,0.0991
0.1421,0.101,0.0871,0.1129
0.0979,0.0646,0.1118,0.0784
0.1207,0.0909,0.0886,0.111
0.1106,0.0892,0.0992,0.0943
0.092,0.1355,0.0873,0.1135
0.1018,0.0645,0.112,0.0839
0.0919,0.0525,0.0965,0.1113
0.0973,0.0735,0.1018,0.0856
0.1665,0.0668,0.0798,0.1069
0.1007,0.1073,0.1149,0.0894
0.1378,0.0863,0.0904,0.1052
0.0577,0.0368,0.1031,0.1029
0.1239,0.1266,0.0855,0.1172
0.1032,0.0755,0.098,0.1125
0.1065,0.0852,0.0977,0.0921
0.1012,0.1001,0.0961,0.1047
0.1118,0.0715,0.0923,0.0887
0.1131,0.0873,0.0846,0.1017
0.0791,0.1221,0.1041,0.0983
0.1275,0.0998,0.1065,0.1291
0.0923,0.069,0.1011,0.0961
0.1078,0.0712,0.0995,0.0856
0.081,0.074,0.1079,0.0894
0.0778,0.0561,0.1118,0.0828
0.0887,0.0712,0.1211,0.0902
0.0897,0.0701,0.1048,0.0869
0.0766,0.0522,0.0998,0.0853
0.1187,0.0918,0.0907,0.1147
0.0894,0.0727,0.1005,0.1033
0.1206,0.097,0.1086,0.0816
0.1239,0.0674,0.1039,0.0872
0.1535,0.0686,0.0847,0.095
0.055,0.0507,0.1139,0.0828
0.0881,0.076,0.1061,0.0893
0.1279,0.1336,0.0861,0.0976
0.1301,0.0992,0.099,0.0872
0.111,0.0781,0.1026,0.1003
0.0907,0.0917,0.086,0.106
0.0857,0.0692,0.1003,0.0826
0.0942,0.0682,0.0865,0.0839
0.1347,0.0679,0.0948,0.1216
0.1071,0.0927,0.0993,0.1049
0.0986,0.0575,0.0976,0.086
0.1449,0.0705,0.0931,0.0946
0.0729,0.051,0.0943,0.1079
0.0987,0.0856,0.0946,0.0824
0.0959,0.0583,0.0976,0.0919
0.0905,0.0731,0.1075,0.0981
0.1046,0.0971,0.1228,0.1118
0.1031,0.0886,0.1001,0.123
0.1145,0.0848,0.0921,0.0959
0.1643,0.077,0.0835,0.0918
0.1185,0.0834,0.0956,0.1044
0.1222,0.0731,0.0888,0.1009
0.1201,0.0736,0.0945,0.1009
0.1181,0.0786,0.1088,0.0902
0.0902,0.0767,0.1022,0.0954
0.1269,0.0856,0.0921,0.0859
0.1144,0.0742,0.0977,0.0936
0.1127,0.0917,0.0934,0.1016
0.09,0.0763,0.0955,0.0839
0.0867,0.0679,0.1103,0.0799
0.1135,0.1389,0.0779,0.1303
0.0878,0.0732,0.1141,0.0823
0.0926,0.0941,0.1127,0.0981
0.1199,0.0869,0.083,0.1096
0.1285,0.0797,0.1,0.0975
0.1011,0.0828,0.1095,0.1046
0.0889,0.1119,0.093,0.1102
0.0846,0.101,0.1009,0.117
0.0885,0.0609,0.0947,0.0686
0.1213,0.1099,0.1008,0.0969
0.1045,0.0884,0.0916,0.1295
0.1097,0.0878,0.1132,0.1004
0.1267,0.1033,0.0984,0.1252
0.084,0.0586,0.0881,0.0835
0.1091,0.0797,0.0975,0.0938
0.1142,0.0848,0.0934,0.0939
0.0931,0.0715,0.104,0.0975
0.1028,0.0676,0.1043,0.0867
0.0944,0.07,0.1066,0.0885
0.0993,0.0653,0.0911,0.0963
0.0871,0.0904,0.0725,0.1013
0.1055,0.0807,0.0954,0.0908
0.0968,0.1077,0.107,0.1096
0.0891,0.0712,0.1014,0.0864
0.1035,0.1309,0.0858,0.0955
0.1081,0.0652,0.1016,0.0991
0.1082,0.0762,0.1024,0.0935
0.0914,0.0814,0.0989,0.089
0.1241,0.1024,0.0958,0.1121
0.1339,0.076,0.0946,0.0965
0.1003,0.1002,0.0924,0.104
0.0995,0.0381,0.0748,0.0809
0.1605,0.0827,0.0894,0.1291
0.1178,0.0738,0.0981,0.0873
0.1181,0.0862,0.0949,0.0937
0.1171,0.1053,0.09,0.1018
0.1063,0.0537,0.102,0.0996
0.1247,0.1265,0.0895,0.1028
0.1142,0.0725,0.1066,0.096
0.1018,0.0937,0.0941,0.0978
0.1071,0.0805,0.1019,0.0912
0.1058,0.0552,0.0917,0.0719
0.0955,0.0699,0.0978,0.1028
0.1025,0.084,0.0926,0.1027
0.1078,0.0689,0.1089,0.0934
0.0769,0.0732,0.0986,0.0908
0.1065,0.0884,0.1025,0.1125
0.0925,0.0767,0.12,0.0892
0.0984,0.0624,0.1127,0.0749
0.0852,0.0863,0.1017,0.1055
0.1036,0.126,0.0961,0.1049
0.1494,0.089,0.0911,0.098
0.0778,0.0833,0.1053,0.0969
0.1183,0.1135,0.094,0.1052
0.1071,0.0608,0.0827,0.0757
0.0883,0.0583,0.0762,0.0689
0.1365,0.0932,0.0867,0.1044
0.1128,0.1122,0.0953,0.0933
0.0676,0.0502,0.1085,0.1018
0.1091,0.0581,0.1013,0.1024
0.1034,0.088,0.1104,0.1119
0.0804,0.1111,0.1108,0.1094
0.1222,0.1144,0.0887,0.1136
0.1066,0.0767,0.1009,0.0986
0.1118,0.0779,0.101,0.0874
0.0989,0.0653,0.1045,0.0753
0.0981,0.0601,0.1151,0.0722
0.1111,0.1063,0.0926,0.1219
0.1151,0.074,0.0944,0.0973
0.0935,0.0805,0.1026,0.0854
0.0849,0.0605,0.1026,0.0841
0.096,0.0699,0.0982,0.0914
0.0876,0.0931,0.1018,0.0878
0.1052,0.0678,0.1002,0.0857
0.1093,0.0979,0.0965,0.104
0.1197,0.073,0.1004,0.0893
0.0989,0.0842,0.1059,0.0968
0.116,0.0943,0.1006,0.1017
0.1134,0.0891,0.1095,0.1052
0.1226,0.0614,0.0817,0.1004
0.0882,0.1057,0.0873,0.1008
0.1132,0.0925,0.0934,0.1225
0.0936,0.0457,0.0994,0.0843
0.0686,0.0552,0.1279,0.0588
0.0757,0.0563,0.1076,0.0694
0.1326,0.0787,0.0912,0.0984
0.1242,0.0884,0.0923,0.1187
0.1157,0.0811,0.0922,0.1044
0.0599,0.0603,0.1012,0.0452
0.0952,0.059,0.0877,0.0753
0.1201,0.1115,0.0838,0.1158
0.0911,0.0969,0.1017,0.1004
0.0924,0.0739,0.0983,0.0745
0.11,0.0753,0.1134,0.0918
0.1286,0.0848,0.0953,0.1146
0.0999,0.0717,0.1133,0.0957
0.1196,0.0936,0.1101,0.106
0.1064,0.0721,0.1038,0.1131
0.1068,0.0733,0.0991,0.0924
0.0998,0.068,0.0881,0.0886
0.1026,0.0837,0.1058,0.095
0.0802,0.0481,0.0825,0.1065
0.093,0.0441,0.0931,0.0828
0.1231,0.0973,0.0996,0.0843
0.1078,0.078,0.0884,0.0792
0.073,0.0493,0.1484,0.0659
0.1065,0.1373,0.0818,0.1152
0.0906,0.0736,0.0949,0.0961
0.0934,0.0703,0.1038,0.0816
0.11,0.0879,0.0876,0.1077
0.0876,0.0484,0.0983,0.0737
0.0939,0.0799,0.1055,0.102
0.1211,0.085,0.0958,0.0872
0.1132,0.0697,0.0973,0.0898
0.0859,0.0558,0.0942,0.089
0.1222,0.1199,0.0911,0.1194
0.109,0.0768,0.0993,0.09
0.0988,0.0786,0.086,0.0983
0.0984,0.0892,0.1118,0.0784
0.0883,0.0735,0.1082,0.1175
0.1977,0.0986,0.062,0.0994
0.1312,0.0718,0.0899,0.0911
0.1158,0.0784,0.0959,0.1006
0.083,0.0639,0.1074,0.0991
0.0895,0.0578,0.1093,0.073
0.1076,0.0785,0.0992,0.0916
0.0959,0.0611,0.1066,0.076
0.1166,0.0711,0.0966,0.0921
0.1038,0.0548,0.0976,0.1405
0.0998,0.0866,0.1129,0.0881
0.0879,0.06,0.1033,0.0959
0.1473,0.0599,0.085,0.0828
0.1223,0.1073,0.0896,0.1157
0.0774,0.0768,0.1051,0.0947
0.0968,0.066,0.1029,0.089
0.1132,0.0764,0.1044,0.0987
0.0924,0.0516,0.0887,0.0698
0.0874,0.068,0.1006,0.0897
0.0757,0.066,0.1136,0.1023
0.1062,0.0789,0.0939,0.1105
0.0775,0.0619,0.1152,0.0882
0.1151,0.0721,0.1013,0.0901
0.0817,0.0874,0.094,0.1021
0.11,0.068,0.0928,0.0918
0.1357,0.1105,0.0926,0.0925
0.0906,0.0671,0.0904,0.0604
0.091,0.0641,0.1145,0.0982
0.0803,0.0612,0.1176,0.1087
0.0977,0.0694,0.1001,0.0908
0.0774,0.0308,0.0632,0.1417
0.0987,0.084,0.0938,0.1081
0.0851,0.0774,0.0933,0.077
0.0967,0.0867,0.104,0.1037
0.0878,0.0707,0.1114,0.0933
0.1124,0.0994,0.0793,0.1615
0.0982,0.0603,0.0936,0.1641
0.0929,0.0712,0.1182,0.0807
0.0959,0.0805,0.097,0.1107
0.0978,0.0628,0.0982,0.0712
0.089,0.0675,0.1078,0.0875
0.1314,0.1054,0.0849,0.0873
0.1018,0.0808,0.1108,0.1527
0.1126,0.0713,0.0983,0.0903
0.0568,0.0518,0.1421,0.0761
0.0895,0.0557,0.1028,0.0838
0.1125,0.0704,0.1046,0.0972
0.0949,0.0857,0.106,0.0948
0.0993,0.0947,0.0872,0.0882
0.1044,0.0865,0.0929,0.1123
0.0942,0.1078,0.1081,0.1032
0.1253,0.0914,0.1114,0.0977
0.1046,0.1039,0.0963,0.1024
0.0917,0.0578,0.0778,0.1414
0.1291,0.0572,0.0785,0.0759
0.0952,0.0751,0.102,0.0915
0.0914,0.07,0.1146,0.1132
0.1001,0.0749,0.0865,0.1154
0.122,0.0834,0.0885,0.0884
0.1176,0.0914,0.0989,0.1019
0.0939,0.0384,0.0649,0.0597
0.0901,0.0646,0.1038,0.1297
0.1056,0.0892,0.0923,0.1156
0.1095,0.0552,0.0955,0.0877
0.0638,0.0642,0.0899,0.0806
0.1025,0.0828,0.1061,0.0924
0.0989,0.0723,0.1011,0.0824
0.0965,0.0752,0.0966,0.0847
0.1037,0.0879,0.1016,0.0984
0.0989,0.0813,0.1051,0.0918
0.1081,0.075,0.0978,0.0862
0.0916,0.1068,0.0803,0.1149
0.114,0.0782,0.0997,0.0888
0.1036,0.1016,0.1124,0.1128
0.1224,0.0783,0.1078,0.0834
0.1347,0.1059,0.0877,0.0995
0.1032,0.0868,0.0938,0.1522
0.0898,0.0792,0.0953,0.1012
0.0997,0.1085,0.1025,0.1243
0.0687,0.0677,0.1239,0.0647
0.1265,0.0908,0.0877,0.1044
0.0947,0.092,0.0865,0.0841
0.0894,0.0824,0.0963,0.0897
0.0913,0.0719,0.1213,0.084
0.1081,0.079,0.103,0.0981
0.0963,0.1117,0.0845,0.1317
0.105,0.0975,0.0953,0.1092
0.1397,0.1052,0.0928,0.1041
0.1318,0.0605,0.1014,0.0789
0.1058,0.0836,0.0979,0.1013
0.0863,0.0659,0.0897,0.0886
0.1132,0.0886,0.0951,0.1128
0.0997,0.059,0.103,0.0753
0.0883,0.0918,0.1109,0.1018
0.0993,0.0966,0.0937,0.1194
0.1681,0.0991,0.0918,0.1058
0.0931,0.0891,0.1044,0.1296
0.1208,0.1251,0.0894,0.1298
0.095,0.0725,0.0972,0.0735
0.1047,0.0774,0.092,0.0957
0.0955,0.0829,0.0974,0.0975
0.1175,0.0653,0.0967,0.0909
0.0897,0.0617,0.1227,0.0967
0.1075,0.0628,0.0911,0.0792
0.0958,0.0793,0.1048,0.0771
0.0995,0.0751,0.0958,0.0862
0.1068,0.0692,0.1031,0.0828
0.1407,0.0954,0.093,0.0922
0.1008,0.1168,0.0934,0.1028
0.124,0.0913,0.0905,0.1154
0.106,0.0872,0.1158,0.1062
0.0945,0.0685,0.1058,0.0914
0.0867,0.06,0.104,0.0815
0.1106,0.0792,0.085,0.0939
0.1033,0.077,0.1039,0.0905
0.0727,0.0598,0.1112,0.0697
0.0877,0.0836,0.1077,0.0888
0.1239,0.0952,0.1018,0.1137
0.1138,0.0759,0.0867,0.103
0.09,0.0996,0.1031,0.0958
0.092,0.0648,0.1004,0.0754
0.0984,0.1042,0.0917,0.1271
0.1059,0.0794,0.0997,0.0836
0.1195,0.088,0.0954,0.0872
0.0681,0.0598,0.1045,0.0772
0.0851,0.0497,0.1046,0.0733
0.1005,0.0744,0.1024,0.0769
0.0802,0.0589,0.0816,0.0763
0.0785,0.0569,0.1129,0.1167
0.083,0.0677,0.1041,0.0938
0.0666,0.0565,0.0945,0.0702
0.0981,0.0777,0.0957,0.1047
0.0943,0.0723,0.1041,0.0936
0.0788,0.0587,0.0908,0.0725
0.059,0.0685,0.1079,0.0956
0.0825,0.069,0.1051,0.0953
0.0807,0.0477,0.0879,0.076
0.1106,0.0672,0.1189,0.0741
0.1269,0.0697,0.0973,0.0922
0.1274,0.0722,0.0887,0.0877
0.1361,0.0857,0.0949,0.129
0.0883,0.0884,0.0983,0.1022
0.1009,0.0787,0.1023,0.1121
0.0721,0.0479,0.1095,0.0744
0.1011,0.0917,0.104,0.0992
0.0741,0.0532,0.1118,0.0669
0.0919,0.0768,0.1097,0.0946
0.101,0.0735,0.1039,0.0852
0.1088,0.0808,0.0971,0.0902
0.1067,0.0802,0.0971,0.1015
0.1026,0.0768,0.1009,0.1146
0.1041,0.0746,0.1127,0.086
0.081,0.0757,0.1017,0.1035
0.0801,0.053,0.0986,0.0851
0.0909,0.0892,0.1034,0.0881
0.0856,0.0727,0.1288,0.0895
0.0882,0.068,0.1135,0.0822
0.1164,0.0739,0.0886,0.1187
0.1206,0.1045,0.1088,0.115
0.0971,0.0726,0.1036,0.0983
0.1079,0.0622,0.0828,0.1052
0.0367,0.0293,0.1603,0.0728
0.1297,0.092,0.0964,0.1071
0.091,0.0766,0.109,0.0879
0.131,0.0538,0.0985,0.0903
0.1547,0.0744,0.0826,0.0972
0.1185,0.0843,0.0923,0.0859
0.0928,0.0696,0.1093,0.1082
0.1649,0.0825,0.0843,0.1461
0.1181,0.0865,0.0976,0.1067
0.1234,0.0801,0.0924,0.0822
0.1309,0.0859,0.0889,0.1019
0.0938,0.0937,0.1196,0.0867
0.1208,0.0845,0.0963,0.0995
0.0975,0.0688,0.0989,0.0917
0.1004,0.0706,0.1143,0.0882
0.0821,0.0693,0.0916,0.076
0.1268,0.0831,0.0898,0.1047
0.1086,0.0744,0.0926,0.1124
0.0993,0.0799,0.0933,0.089
0.0931,0.0665,0.0953,0.1392
0.1272,0.1087,0.0891,0.1377
0.1053,0.0403,0.1182,0.0924
0.1363,0.0929,0.0935,0.1018
0.1129,0.077,0.1067,0.0876
0.0951,0.0667,0.1042,0.0775
0.0964,0.0806,0.117,0.0979
0.1085,0.0897,0.0952,0.0867
0.1167,0.0726,0.0758,0.0992
0.104,0.0968,0.1021,0.1122
0.0722,0.0487,0.1151,0.067
0.1285,0.0771,0.0912,0.0924
0.1038,0.1142,0.0944,0.1238
0.1244,0.0995,0.0895,0.1625
0.1029,0.0755,0.1021,0.0931
0.1091,0.0723,0.1015,0.0899
0.0967,0.0791,0.1334,0.1136
0.0969,0.0837,0.0889,0.0957
0.1016,0.0832,0.0963,0.0892
0.0855,0.0973,0.0938,0.0894
0.0992,0.0771,0.1043,0.0795
0.0895,0.0797,0.1162,0.0997
0.0905,0.0707,0.0896,0.0983
0.1054,0.0639,0.0851,0.0743
0.1135,0.07,0.0986,0.1051
0.0733,0.0586,0.0927,0.0851
0.1103,0.0814,0.0861,0.1311
0.1014,0.1035,0.1082,0.0982
0.1136,0.0833,0.0907,0.1056
0.0736,0.0626,0.1057,0.0794
0.0856,0.13,0.0819,0.1196
0.0791,0.074,0.1013,0.1116
0.0872,0.0951,0.0991,0.1105
0.0957,0.0689,0.1076,0.0988
0.1065,0.0756,0.1178,0.0862
0.1077,0.072,0.0856,0.0844
0.1437,0.0616,0.0859,0.0904
0.1074,0.0731,0.1052,0.0993
0.0801,0.0568,0.1167,0.0783
0.0717,0.0614,0.0952,0.0834
0.1354,0.0817,0.0938,0.0904
0.0677,0.0623,0.0918,0.1025
0.0948,0.0599,0.1078,0.0853
0.1291,0.0576,0.08,0.0781
0.1148,0.0896,0.1274,0.1062
0.116,0.0653,0.1005,0.1141
0.0947,0.0833,0.0912,0.1014
0.0505,0.0527,0.0565,0.0656
0.1177,0.0744,0.1028,0.0973
0.0824,0.0738,0.0954,0.0862
0.0958,0.1084,0.1028,0.1102
0.0959,0.0757,0.107,0.0817
0.0928,0.071,0.1043,0.09
0.1204,0.0783,0.104,0.0957
0.1046,0.0731,0.0931,0.0876
0.1267,0.103,0.1048,0.1019
0.0845,0.0801,0.1104,0.0899
0.0911,0.0828,0.0971,0.0942
0.0977,0.1019,0.1007,0.106
0.096,0.0709,0.0996,0.0814
0.1172,0.105,0.0945,0.1
0.0677,0.0623,0.0918,0.1025
0.0746,0.0559,0.11,0.0758
0.0958,0.0795,0.0962,0.0851
0.1479,0.0978,0.0856,0.1143
0.0927,0.0796,0.1188,0.0975
0.0954,0.0813,0.1018,0.1005
0.0703,0.0978,0.1311,0.0995
0.102,0.0726,0.1049,0.076
0.1054,0.1094,0.098,0.1052
0.1053,0.0951,0.0883,0.1325
0.105,0.0679,0.0979,0.0806
0.1025,0.0944,0.099,0.1006
0.1016,0.0815,0.0936,0.0762
0.0989,0.0754,0.0962,0.0885
0.1212,0.0778,0.0963,0.1005
0.0866,0.0549,0.1066,0.1076
0.094,0.0652,0.1,0.0995
0.0364,0.0895,0.0916,0.1417
0.1349,0.0843,0.0877,0.116
0.1123,0.0875,0.0988,0.0977
0.1087,0.0681,0.102,0.0821
0.1125,0.0739,0.089,0.0971
0.1448,0.0823,0.1179,0.0931
0.0835,0.0642,0.1049,0.0961
0.0738,0.1176,0.0797,0.1145
0.0813,0.0669,0.093,0.112
0.1189,0.079,0.1044,0.0838
0.1085,0.0795,0.0967,0.1175
0.0991,0.0761,0.0925,0.1134
0.1119,0.077,0.103,0.1075
0.094,0.0882,0.0984,0.1205
0.0933,0.0759,0.0919,0.095
0.1562,0.0311,0.0727,0.0854
0.0913,0.0438,0.0981,0.0645
0.1052,0.0843,0.0983,0.1016
0.0936,0.0737,0.0963,0.1038
0.1345,0.0762,0.1042,0.1033
0.114,0.0752,0.07,0.1348
0.1057,0.0974,0.0889,0.098
0.1034,0.0798,0.1137,0.1048
0.1069,0.0689,0.1125,0.1101
0.0871,0.0711,0.0935,0.0831
0.0839,0.1046,0.0918,0.1265
0.121,0.0722,0.0944,0.1047
0.1244,0.0727,0.1077,0.0887
0.1357,0.0703,0.0871,0.1233
0.077,0.0661,0.0926,0.0982
0.1253,0.0481,0.0833,0.096
0.126,0.0803,0.103,0.0856
0.1061,0.063,0.0925,0.0755
0.1229,0.0968,0.085,0.1008
0.1075,0.0957,0.087,0.1058
0.1018,0.0811,0.095,0.1149
0.1374,0.0832,0.0898,0.1013
0.1018,0.0801,0.1048,0.1031
0.1169,0.0714,0.0909,0.109
0.1119,0.0717,0.0868,0.0845
0.1197,0.0845,0.094,0.1011
0.0676,0.0454,0.1103,0.0905
0.122,0.069,0.0952,0.1012
0.1329,0.0652,0.1095,0.0814
0.0851,0.0704,0.1057,0.1257
0.1218,0.0826,0.1103,0.0915
0.1164,0.0902,0.1122,0.1307
0.122,0.0569,0.0983,0.0776
0.0977,0.0469,0.0863,0.0745
0.0977,0.0845,0.1305,0.0768
0.1265,0.0749,0.1042,0.0979
0.1171,0.0842,0.0992,0.1158
0.1228,0.0722,0.0926,0.1301
0.1231,0.0868,0.0978,0.1016
0.1224,0.0865,0.0927,0.0827
0.1116,0.0724,0.0871,0.0827
0.114,0.095,0.0836,0.1109
0.0832,0.057,0.0801,0.0702
0.1077,0.0657,0.093,0.0841
0.106,0.1019,0.0951,0.1157
0.1094,0.1022,0.1046,0.1066
0.0898,0.0752,0.1029,0.0976
0.1075,0.0892,0.0905,0.1
0.0899,0.0587,0.096,0.0908
0.1084,0.063,0.0862,0.0908
0.1133,0.0963,0.0967,0.0943
0.0845,0.0593,0.103,0.0802
